"variable_name","value_type"
"84662_hilonormal_flag","Categorical"
"84662_value","Categorical"
"84664_hilonormal_flag","Categorical"
"84664_value","Categorical"
"84666_hilonormal_flag","None"
"84666_value","Categorical"
"84672_hilonormal_flag","Categorical"
"84672_value","Numeric + Categorical"
"84687_hilonormal_flag","None"
"84687_value","Categorical"
"84708_hilonormal_flag","Categorical"
"84708_value","Numeric + Categorical"
"84728_hilonormal_flag","Categorical"
"84728_value","Numeric + Categorical"
"84767_hilonormal_flag","Categorical"
"84767_value","Numeric + Categorical"
"84797_hilonormal_flag","Categorical"
"84797_value","Categorical"
"84798_hilonormal_flag","Categorical"
"84798_value","Categorical"
"84799_hilonormal_flag","None"
"84799_value","Categorical"
"84828_hilonormal_flag","None"
"84828_value","Categorical"
"84872_hilonormal_flag","Categorical"
"84872_value","Numeric + Categorical"
"84873_hilonormal_flag","Categorical"
"84873_value","Numeric + Categorical"
"84874_hilonormal_flag","Categorical"
"84874_value","Numeric + Categorical"
"84875_hilonormal_flag","Categorical"
"84875_value","Numeric + Categorical"
"84876_hilonormal_flag","Categorical"
"84876_value","Numeric + Categorical"
"84942_hilonormal_flag","Categorical"
"84942_value","Categorical"
"84951_hilonormal_flag","Categorical"
"84951_value","Numeric"
"84955_hilonormal_flag","None"
"84955_value","Numeric"
"84956_hilonormal_flag","None"
"84956_value","Numeric"
"84957_hilonormal_flag","Categorical"
"84957_value","Numeric"
"84963_hilonormal_flag","Categorical"
"84963_value","Numeric + Categorical"
"84965_hilonormal_flag","None"
"84965_value","Numeric + Categorical"
"84974_hilonormal_flag","Categorical"
"84974_value","Numeric + Categorical"
"84985_hilonormal_flag","None"
"84985_value","Numeric + Categorical"
"84987_hilonormal_flag","Categorical"
"84987_value","Numeric + Categorical"
"85003_hilonormal_flag","None"
"85003_value","Numeric + Categorical"
"85069_hilonormal_flag","Categorical"
"85069_value","Numeric + Categorical"
"85214_hilonormal_flag","None"
"85214_value","Categorical"
"85219_hilonormal_flag","None"
"85219_value","Numeric + Categorical"
"85259_hilonormal_flag","Categorical"
"85259_value","Categorical"
"85538_hilonormal_flag","Categorical"
"85538_value","Numeric"
"85652_hilonormal_flag","Categorical"
"85652_value","Numeric + Categorical"
"85678_hilonormal_flag","None"
"85678_value","Categorical"
"85679_hilonormal_flag","None"
"85679_value","Categorical"
"85680_hilonormal_flag","None"
"85680_value","Categorical"
"85681_hilonormal_flag","None"
"85681_value","Categorical"
"85683_hilonormal_flag","None"
"85683_value","Categorical"
"85684_hilonormal_flag","None"
"85684_value","Categorical"
"85685_hilonormal_flag","Categorical"
"85685_value","Categorical"
"85686_hilonormal_flag","None"
"85686_value","Categorical"
"85687_hilonormal_flag","Categorical"
"85687_value","Categorical"
"85693_hilonormal_flag","None"
"85693_value","Categorical"
"86006_hilonormal_flag","None"
"86006_value","Categorical"
"86066_hilonormal_flag","Categorical"
"86066_value","Numeric + Categorical"
"86104_hilonormal_flag","Categorical"
"86104_value","Numeric + Categorical"
"86119_hilonormal_flag","None"
"86119_value","Categorical"
"86156_hilonormal_flag","Categorical"
"86156_value","Categorical"
"86256_hilonormal_flag","Categorical"
"86256_value","Categorical"
"86257_hilonormal_flag","Categorical"
"86257_value","Categorical"
"86271_hilonormal_flag","None"
"86271_value","Categorical"
"86272_hilonormal_flag","None"
"86272_value","Numeric + Categorical"
"86273_hilonormal_flag","None"
"86273_value","Categorical"
"86274_hilonormal_flag","None"
"86274_value","Categorical"
"86275_hilonormal_flag","Categorical"
"86275_value","Numeric + Categorical"
"86351_hilonormal_flag","None"
"86351_value","Categorical"
"86441_hilonormal_flag","None"
"86441_value","Numeric + Categorical"
"86442_hilonormal_flag","None"
"86442_value","Numeric + Categorical"
"86447_hilonormal_flag","None"
"86447_value","Categorical"
"86499_hilonormal_flag","None"
"86499_value","Categorical"
"86501_hilonormal_flag","Categorical"
"86501_value","Numeric + Categorical"
"86553_hilonormal_flag","Categorical"
"86553_value","Numeric + Categorical"
"86554_hilonormal_flag","Categorical"
"86554_value","Numeric"
"86555_hilonormal_flag","Categorical"
"86555_value","Numeric"
"86556_hilonormal_flag","Categorical"
"86556_value","Numeric"
"86575_hilonormal_flag","None"
"86575_value","Categorical"
"86577_hilonormal_flag","None"
"86577_value","Categorical"
"86623_hilonormal_flag","None"
"86623_value","Categorical"
"86624_hilonormal_flag","Categorical"
"86624_value","Numeric + Categorical"
"86625_hilonormal_flag","Categorical"
"86625_value","Numeric"
"86655_hilonormal_flag","Categorical"
"86655_value","Numeric + Categorical"
"86662_hilonormal_flag","None"
"86662_value","Categorical"
"86698_hilonormal_flag","None"
"86698_value","Numeric + Categorical"
"86702_hilonormal_flag","Categorical"
"86702_value","Numeric"
"86706_hilonormal_flag","Categorical"
"86706_value","Categorical"
"86720_hilonormal_flag","Categorical"
"86720_value","Numeric + Categorical"
"86750_hilonormal_flag","None"
"86750_value","Categorical"
"86751_hilonormal_flag","None"
"86751_value","Categorical"
"86755_hilonormal_flag","None"
"86755_value","Categorical"
"86765_hilonormal_flag","None"
"86765_value","Categorical"
"86802_hilonormal_flag","None"
"86802_value","Categorical"
"86803_hilonormal_flag","None"
"86803_value","Categorical"
"86805_hilonormal_flag","Categorical"
"86805_value","Numeric + Categorical"
"86808_hilonormal_flag","None"
"86808_value","Categorical"
"86814_hilonormal_flag","None"
"86814_value","Categorical"
"86815_hilonormal_flag","None"
"86815_value","Categorical"
"86830_hilonormal_flag","Categorical"
"86830_value","Numeric + Categorical"
"86837_hilonormal_flag","Categorical"
"86837_value","Numeric + Categorical"
"86841_hilonormal_flag","None"
"86841_value","Categorical"
"86842_hilonormal_flag","None"
"86842_value","Numeric + Categorical"
"86843_hilonormal_flag","None"
"86843_value","Categorical"
"86844_hilonormal_flag","None"
"86844_value","Categorical"
"86845_hilonormal_flag","None"
"86845_value","Numeric"
"87994_hilonormal_flag","Categorical"
"87994_value","Categorical"
"87995_hilonormal_flag","None"
"87995_value","Categorical"
"87996_hilonormal_flag","None"
"87996_value","Categorical"
"87997_hilonormal_flag","None"
"87997_value","Categorical"
"87998_hilonormal_flag","None"
"87998_value","Categorical"
"88166_hilonormal_flag","Categorical"
"88166_value","Categorical"
"88167_hilonormal_flag","Categorical"
"88167_value","Numeric + Categorical"
"88183_hilonormal_flag","None"
"88183_value","Categorical"
"88222_hilonormal_flag","None"
"88222_value","Numeric + Categorical"
"88248_hilonormal_flag","Categorical"
"88248_value","Numeric + Categorical"
"88540_hilonormal_flag","Categorical"
"88540_value","Numeric + Categorical"
"89186_hilonormal_flag","Categorical"
"89186_value","Numeric + Categorical"
"89485_hilonormal_flag","None"
"89485_value","Categorical"
"89544_hilonormal_flag","None"
"89544_value","Categorical"
"89635_hilonormal_flag","Categorical"
"89635_value","Numeric + Categorical"
"89636_hilonormal_flag","Categorical"
"89636_value","Categorical"
"89722_hilonormal_flag","None"
"89722_value","Numeric + Categorical"
"89723_hilonormal_flag","None"
"89723_value","Numeric + Categorical"
"89724_hilonormal_flag","None"
"89724_value","Numeric + Categorical"
"89725_hilonormal_flag","Categorical"
"89725_value","Categorical"
"89734_hilonormal_flag","None"
"89734_value","Categorical"
"89735_hilonormal_flag","None"
"89735_value","Numeric + Categorical"
"89736_hilonormal_flag","None"
"89736_value","Categorical"
"89754_hilonormal_flag","Categorical"
"89754_value","Categorical"
"89815_hilonormal_flag","None"
"89815_value","Categorical"
"89816_hilonormal_flag","None"
"89816_value","Categorical"
"89817_hilonormal_flag","None"
"89817_value","Categorical"
"89857_hilonormal_flag","None"
"89857_value","Categorical"
"89913_hilonormal_flag","None"
"89913_value","Categorical"
"90305_hilonormal_flag","Categorical"
"90305_value","Numeric"
"90366_hilonormal_flag","Categorical"
"90366_value","Numeric + Categorical"
"90367_hilonormal_flag","Categorical"
"90367_value","Numeric + Categorical"
"90655_hilonormal_flag","Categorical"
"90655_value","Numeric + Categorical"
"90669_hilonormal_flag","None"
"90669_value","Categorical"
"91150_hilonormal_flag","Categorical"
"91150_value","Numeric + Categorical"
"91151_hilonormal_flag","Categorical"
"91151_value","Numeric + Categorical"
"91368_hilonormal_flag","None"
"91368_value","Categorical"
"91438_hilonormal_flag","Categorical"
"91438_value","Numeric + Categorical"
"91484_hilonormal_flag","Categorical"
"91484_value","Numeric"
"91590_hilonormal_flag","None"
"91590_value","Categorical"
"91597_hilonormal_flag","None"
"91597_value","Categorical"
"91776_hilonormal_flag","Categorical"
"91776_value","Numeric + Categorical"
"91804_hilonormal_flag","None"
"91804_value","Categorical"
"92164_hilonormal_flag","Categorical"
"92164_value","Numeric + Categorical"
"92232_hilonormal_flag","Categorical"
"92232_value","Numeric"
"92381_hilonormal_flag","None"
"92381_value","Numeric"
"92501_hilonormal_flag","Categorical"
"92501_value","Numeric + Categorical"
"92502_hilonormal_flag","Categorical"
"92502_value","Numeric + Categorical"
"92504_hilonormal_flag","Categorical"
"92504_value","Numeric + Categorical"
"92505_hilonormal_flag","Categorical"
"92505_value","Numeric + Categorical"
"92770_hilonormal_flag","None"
"92770_value","Numeric + Categorical"
"92772_hilonormal_flag","None"
"92772_value","Numeric + Categorical"
"92951_hilonormal_flag","None"
"92951_value","Categorical"
"92952_hilonormal_flag","None"
"92952_value","Categorical"
"93815_hilonormal_flag","None"
"93815_value","Categorical"
"93817_hilonormal_flag","Categorical"
"93817_value","Numeric"
"93818_hilonormal_flag","None"
"93818_value","Numeric"
"94464_hilonormal_flag","Categorical"
"94464_value","Categorical"
"94514_hilonormal_flag","Categorical"
"94514_value","Categorical"
"94515_hilonormal_flag","None"
"94515_value","Numeric + Categorical"
"94544_hilonormal_flag","Categorical"
"94544_value","Categorical"
"94973_hilonormal_flag","None"
"94973_value","Numeric + Categorical"
"95056_hilonormal_flag","None"
"95056_value","Categorical"
"95123_hilonormal_flag","None"
"95123_value","Categorical"
"95558_hilonormal_flag","None"
"95558_value","Categorical"
"95814_hilonormal_flag","Categorical"
"95814_value","Categorical"
"96087_hilonormal_flag","None"
"96087_value","Categorical"
